match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_technique,pass_cross,pass_switch,pass_through_ball,pass_deflected,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern,source_file,pass_cut_back
3869151,Argentina,Enzo Fernandez,Lionel Andrés Messi Cuccittini,0,38,1,"[8.0, 25.9]","[27.5, 23.4]",19.659603,-0.12750956,Low Pass,Interception,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Alejandro Darío Gómez,0,39,1,"[27.2, 21.5]","[30.2, 13.0]",9.013878,-1.2315037,High Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Marcos Javier Acuña,0,44,1,"[35.2, 10.5]","[29.1, 4.8]",8.348653,-2.3900797,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,0,45,1,"[26.4, 2.1]","[16.0, 17.6]",18.665745,2.1617706,Ground Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,0,47,1,"[14.1, 18.0]","[14.1, 44.5]",26.5,1.5707964,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,0,51,1,"[15.5, 49.7]","[17.4, 71.1]",21.48418,1.4822434,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,0,53,1,"[17.5, 70.8]","[30.6, 73.7]",13.417153,0.21786053,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Julián Álvarez,0,54,1,"[31.0, 74.5]","[57.1, 74.9]",26.103065,0.015324471,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,,1,17,1,"[46.1, 71.6]","[64.8, 55.7]",24.545876,-0.70464927,High Pass,,,,,,,Incomplete,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,1,26,1,"[63.7, 80.0]","[51.7, 73.8]",13.507035,-2.6647007,Low Pass,Throw-in,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,1,30,1,"[43.9, 71.1]","[32.5, 62.1]",14.524462,-2.4733033,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,1,33,1,"[31.7, 55.7]","[27.2, 20.7]",35.2881,-1.6986662,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,1,40,1,"[39.6, 21.8]","[38.8, 47.5]",25.712448,1.6019146,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,1,43,1,"[40.9, 61.0]","[45.0, 73.8]",13.44061,1.2608099,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,1,46,1,"[46.1, 73.0]","[31.7, 65.4]",16.282505,-2.6559706,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Damián Emiliano Martínez,1,49,1,"[32.9, 59.1]","[15.5, 40.7]",25.324297,-2.3282688,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,1,51,1,"[15.6, 37.6]","[19.8, 18.0]",20.044949,-1.359703,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,1,54,1,"[25.0, 14.6]","[32.9, 0.7]",15.988121,-1.0539776,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alexis Mac Allister,1,56,1,"[32.9, 2.1]","[34.8, 1.8]",1.9235384,-0.15660188,Low Pass,,,,,,,Incomplete,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alejandro Darío Gómez,1,58,1,"[35.2, 4.0]","[43.4, 4.2]",8.202438,0.02438541,Low Pass,Recovery,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Marcos Javier Acuña,1,59,1,"[44.2, 5.9]","[40.1, 7.8]",4.5188494,2.7076392,High Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alexis Mac Allister,2,0,1,"[40.1, 8.1]","[48.3, 11.9]",9.037699,0.43395337,Low Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,2,2,1,"[54.7, 22.3]","[57.7, 36.1]",14.122323,1.3567356,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,2,6,1,"[53.9, 35.7]","[53.3, 37.6]",1.9924859,1.8766752,Ground Pass,,,,,,,Incomplete,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2,7,1,"[35.2, 53.8]","[45.6, 69.2]",18.582788,0.9768236,Ground Pass,Recovery,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,2,10,1,"[46.4, 70.3]","[46.8, 58.6]",11.706836,-1.5366216,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nicolás Hernán Otamendi,2,12,1,"[47.5, 51.9]","[41.2, 33.5]",19.44865,-1.9006767,Low Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,2,16,1,"[47.2, 25.3]","[51.4, 5.3]",20.436243,-1.3638041,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alejandro Darío Gómez,2,18,1,"[55.0, 3.4]","[68.0, 3.0]",13.006152,-0.030759526,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Enzo Fernandez,2,21,1,"[62.9, 4.0]","[50.6, 15.7]",16.975864,2.3811893,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,2,24,1,"[46.8, 22.3]","[55.2, 52.6]",31.442804,1.3003602,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Cristian Gabriel Romero,2,29,1,"[64.8, 64.3]","[49.8, 54.6]",17.86309,-2.5675642,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Enzo Fernandez,2,32,1,"[50.6, 54.5]","[49.8, 46.7]",7.8409185,-1.6730031,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,2,34,1,"[49.8, 45.1]","[49.9, 23.7]",21.400234,-1.5661235,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Alexis Mac Allister,2,37,1,"[52.5, 15.3]","[67.1, 16.5]",14.649232,0.082007445,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Enzo Fernandez,2,38,1,"[65.6, 16.9]","[45.3, 26.2]",22.328905,2.712,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,2,45,1,"[52.5, 37.6]","[56.0, 14.6]",23.26478,-1.419781,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,2,49,1,"[57.1, 16.2]","[51.0, 53.4]",37.696815,1.7333283,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,2,55,1,"[68.0, 61.8]","[80.4, 74.9]",18.038015,0.81284225,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Enzo Fernandez,2,58,1,"[79.3, 70.3]","[58.8, 57.6]",24.11514,-2.5869493,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,3,1,1,"[56.9, 46.5]","[58.5, 17.3]",29.243803,-1.5160565,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,3,4,1,"[62.0, 16.1]","[75.5, 1.1]",20.180435,-0.8379812,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,3,7,1,"[72.0, 2.6]","[56.6, 7.0]",16.016241,2.863293,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,3,10,1,"[57.4, 8.9]","[50.9, 28.3]",20.45996,1.8940924,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,3,14,1,"[55.8, 31.9]","[61.8, 16.9]",16.155495,-1.19029,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Alexis Mac Allister,3,18,1,"[78.8, 23.4]","[88.3, 26.2]",9.904039,0.28662124,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Alejandro Darío Gómez,3,20,1,"[86.4, 24.5]","[93.6, 3.4]",22.294619,-1.2419537,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Julián Álvarez,3,24,1,"[99.3, 15.3]","[103.4, 18.4]",5.140039,0.64739215,Low Pass,,,,,,,Incomplete,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,3,32,1,"[50.9, 2.3]","[34.7, 15.4]",20.833866,2.4616044,Low Pass,Recovery,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Damián Emiliano Martínez,3,35,1,"[26.4, 21.8]","[2.8, 36.4]",27.751036,2.5875769,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Damián Emiliano Martínez,Cristian Gabriel Romero,3,38,1,"[2.0, 37.6]","[15.2, 48.9]",17.376133,0.70800203,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Enzo Fernandez,3,43,1,"[20.7, 49.7]","[26.9, 34.9]",16.046183,-1.1740876,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nicolás Hernán Otamendi,3,45,1,"[27.7, 33.8]","[33.6, 13.2]",21.428253,-1.2918557,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,3,51,1,"[45.0, 14.3]","[39.8, 27.5]",14.187318,1.9460671,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Lionel Andrés Messi Cuccittini,3,55,1,"[42.6, 37.2]","[51.0, 49.7]",15.060212,0.9791105,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Rodrigo Javier De Paul,3,58,1,"[49.1, 44.5]","[56.6, 41.0]",8.276473,-0.43662715,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Cristian Gabriel Romero,3,59,1,"[56.6, 41.3]","[45.3, 48.6]",13.452881,2.568022,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,4,2,1,"[49.1, 50.5]","[51.7, 50.8]",2.6172504,0.114876606,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,4,4,1,"[56.0, 55.7]","[120.0, 68.4]",65.24791,0.1958927,High Pass,,,,,,,Out,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,4,34,1,"[40.9, 48.6]","[53.9, 40.7]",15.212166,-0.5460564,Low Pass,Recovery,,,,,,Incomplete,,,,,From Goal Kick,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Enzo Fernandez,5,3,1,"[47.5, 44.3]","[56.0, 48.9]",9.664885,0.49604368,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nahuel Molina Lucero,5,6,1,"[56.3, 49.6]","[70.6, 73.4]",27.765627,1.0297592,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,5,9,1,"[70.2, 73.0]","[39.8, 65.6]",31.287697,-2.9028156,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,5,12,1,"[44.8, 58.0]","[38.2, 24.0]",34.634666,-1.7625295,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,5,19,1,"[43.7, 26.7]","[42.8, 50.8]",24.116798,1.6081234,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Damián Emiliano Martínez,5,21,1,"[41.5, 50.0]","[15.2, 36.1]",29.747269,-2.6553924,High Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,5,25,1,"[15.2, 35.7]","[20.1, 22.1]",14.455794,-1.2249804,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,5,28,1,"[20.1, 21.5]","[19.8, 53.8]",32.30139,1.580084,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,5,31,1,"[21.2, 58.3]","[26.9, 72.2]",15.023315,1.1816375,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Cristian Gabriel Romero,5,33,1,"[26.4, 73.4]","[15.6, 56.5]",20.056171,-2.1394377,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Damián Emiliano Martínez,5,36,1,"[15.2, 56.9]","[8.0, 34.3]",23.71919,-1.8792143,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,5,39,1,"[8.8, 34.3]","[11.0, 19.9]",14.567086,-1.4191909,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Alexis Mac Allister,5,43,1,"[28.0, 16.5]","[39.0, 15.7]",11.029053,-0.072599456,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Nicolás Hernán Otamendi,5,43,1,"[39.8, 16.2]","[30.7, 14.3]",9.296236,-2.9357586,Ground Pass,,,,,,,,,,,True,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,5,45,1,"[29.1, 11.6]","[38.5, 2.3]",13.223085,-0.78005064,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alexis Mac Allister,5,46,1,"[37.1, 2.1]","[74.4, 5.1]",37.42045,0.0802562,Low Pass,,,,,,,Incomplete,,,,True,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,5,59,1,"[72.1, 0.1]","[50.9, 4.2]",21.592823,2.9505548,Low Pass,Throw-in,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,6,2,1,"[46.9, 8.1]","[51.8, 15.4]",8.792042,0.9796392,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,6,6,1,"[56.3, 24.3]","[55.5, 39.4]",15.121178,1.623727,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Cristian Gabriel Romero,6,7,1,"[55.5, 39.1]","[46.1, 37.2]",9.590099,-2.942152,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,6,10,1,"[48.8, 34.2]","[49.1, 17.6]",16.60271,-1.552726,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Alexis Mac Allister,6,14,1,"[50.2, 15.3]","[62.0, 15.3]",11.8,0.0,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,6,15,1,"[62.3, 18.8]","[63.7, 25.1]",6.453681,1.3521274,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Alexis Mac Allister,6,17,1,"[64.1, 27.3]","[58.0, 26.2]",6.1983867,-2.9631822,Ground Pass,,,,,,,,,,,True,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,6,17,1,"[58.0, 25.9]","[63.1, 37.2]",12.39758,1.146839,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Cristian Gabriel Romero,6,19,1,"[61.5, 40.3]","[46.9, 45.9]",15.6371355,2.775337,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,6,21,1,"[48.8, 48.1]","[56.3, 50.3]",7.816009,0.28532943,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Enzo Fernandez,6,24,1,"[61.2, 50.3]","[54.4, 38.8]",13.360015,-2.1047974,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Lionel Andrés Messi Cuccittini,6,26,1,"[53.9, 38.3]","[56.6, 26.2]",12.39758,-1.3512524,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Nicolás Hernán Otamendi,6,27,1,"[56.3, 21.3]","[48.3, 23.4]",8.271034,2.8848844,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,6,29,1,"[45.6, 25.1]","[44.8, 35.3]",10.231324,1.6490675,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Alexis Mac Allister,6,34,1,"[55.5, 42.9]","[66.7, 40.7]",11.414026,-0.19395915,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Lionel Andrés Messi Cuccittini,6,36,1,"[66.7, 36.4]","[64.1, 32.4]",4.7707443,-2.1471715,Ground Pass,,,,,,,,,,,,From Throw In,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Marcos Javier Acuña,6,54,1,"[63.7, 28.1]","[75.0, 23.7]",12.126417,-0.37131828,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,6,55,1,"[73.3, 22.3]","[63.1, 20.7]",10.324728,-2.985998,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,6,57,1,"[59.3, 19.6]","[65.0, 11.9]",9.580188,-0.93355817,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Nicolás Hernán Otamendi,6,58,1,"[63.1, 12.7]","[55.5, 18.3]",9.440339,2.5065658,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Enzo Fernandez,7,0,1,"[53.6, 18.3]","[52.5, 31.9]",13.644413,1.651503,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Nahuel Molina Lucero,7,6,1,"[56.3, 46.2]","[73.9, 74.9]",33.666748,1.0206981,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,7,10,1,"[75.8, 72.6]","[74.7, 62.1]",10.557462,-1.6751775,Ground Pass,,,,,,,,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,7,11,1,"[75.8, 66.5]","[92.3, 79.9]",21.255823,0.6820884,Ground Pass,,,,,,,Out,,,,,From Free Kick,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,7,39,1,"[57.1, 34.3]","[51.8, 6.4]",28.398943,-1.7585237,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Enzo Fernandez,7,43,1,"[51.4, 8.9]","[46.4, 34.9]",26.476404,1.7607846,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Cristian Gabriel Romero,7,45,1,"[45.0, 38.8]","[45.8, 59.9]",21.11516,1.5328997,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,7,50,1,"[62.9, 66.5]","[81.5, 75.6]",20.706762,0.4550085,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Cristian Gabriel Romero,Nicolás Hernán Otamendi,7,59,1,"[62.0, 61.3]","[46.4, 46.7]",21.36633,-2.3892949,High Pass,Recovery,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Nicolás Hernán Otamendi,Marcos Javier Acuña,8,2,1,"[46.4, 41.3]","[56.0, 11.1]",31.689116,-1.2630169,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alejandro Darío Gómez,8,6,1,"[64.1, 11.9]","[62.9, 4.0]",7.9906197,-1.7215427,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Marcos Javier Acuña,8,11,1,"[62.6, 6.4]","[92.0, 6.4]",29.4,0.0,High Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Julián Álvarez,8,12,1,"[91.2, 5.6]","[86.4, 15.0]",10.55462,2.0429182,Low Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Julián Álvarez,Alexis Mac Allister,8,14,1,"[86.0, 15.0]","[86.0, 5.9]",9.1,-1.5707964,Low Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Rodrigo Javier De Paul,8,16,1,"[86.1, 3.0]","[79.1, 12.7]",11.962023,2.195905,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Nahuel Molina Lucero,8,19,1,"[79.1, 18.8]","[79.6, 65.1]",46.3027,1.5599976,Low Pass,,,,True,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Nahuel Molina Lucero,Enzo Fernandez,8,23,1,"[81.5, 63.2]","[74.4, 48.6]",16.234838,-2.023425,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Rodrigo Javier De Paul,8,25,1,"[73.1, 43.4]","[75.8, 36.4]",7.502666,-1.2026656,Ground Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Rodrigo Javier De Paul,Lionel Andrés Messi Cuccittini,8,27,1,"[82.3, 38.3]","[89.8, 34.9]",8.234683,-0.42562246,Ground Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Alexis Mac Allister,8,28,1,"[87.5, 33.0]","[82.6, 25.6]",8.875246,-2.155674,Low Pass,,,,,,,,,,,True,Regular Play,AustraliaAR.csv,
3869151,Argentina,Alexis Mac Allister,Enzo Fernandez,8,29,1,"[82.1, 26.4]","[74.7, 28.6]",7.7201037,2.8526173,Low Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Enzo Fernandez,Marcos Javier Acuña,8,32,1,"[75.2, 27.8]","[77.4, 9.4]",18.531055,-1.451796,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Alejandro Darío Gómez,8,35,1,"[80.1, 8.1]","[86.1, 2.9]",7.939773,-0.7140907,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Alejandro Darío Gómez,Lionel Andrés Messi Cuccittini,8,37,1,"[87.1, 4.5]","[86.1, 10.2]",5.7870545,1.7444675,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Lionel Andrés Messi Cuccittini,Marcos Javier Acuña,8,38,1,"[86.1, 10.8]","[74.0, 7.5]",12.541929,-2.8753407,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
3869151,Argentina,Marcos Javier Acuña,Enzo Fernandez,8,39,1,"[74.0, 13.0]","[69.0, 25.6]",13.555811,1.948563,Ground Pass,,,,,,,,,,,,Regular Play,AustraliaAR.csv,
