match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_technique,pass_cross,pass_cut_back,pass_switch,pass_through_ball,pass_deflected,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
3857300,Argentina,Nicolás Alejandro Tagliafico,Lautaro Javier Martínez,0,15,1,"[34.9, 4.4]","[48.9, 8.4]",14.56022,0.27829966,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Lautaro Javier Martínez,Leandro Daniel Paredes,0,17,1,"[45.3, 5.3]","[34.3, 9.8]",11.884864,2.753274,Ground Pass,,,,,,,,,,,,True,Regular Play
3857300,Argentina,Leandro Daniel Paredes,Nicolás Hernán Otamendi,0,19,1,"[33.8, 10.0]","[19.8, 10.9]",14.028899,3.0773952,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,0,22,1,"[19.1, 14.1]","[16.9, 40.9]",26.890146,1.6527022,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Cristian Gabriel Romero,Rodrigo Javier De Paul,0,26,1,"[27.3, 47.4]","[33.1, 51.5]",7.102816,0.6153395,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Rodrigo Javier De Paul,Leandro Daniel Paredes,0,29,1,"[40.6, 48.6]","[35.2, 38.4]",11.54123,-2.0576956,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,0,34,1,"[43.3, 33.9]","[39.0, 51.7]",18.312017,1.8078282,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,0,40,1,"[54.1, 56.2]","[50.3, 75.2]",19.376274,1.7681919,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nahuel Molina Lucero,Damián Emiliano Martínez,0,43,1,"[44.6, 73.2]","[22.8, 43.8]",36.600548,-2.208833,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Damián Emiliano Martínez,Nicolás Hernán Otamendi,0,46,1,"[22.8, 42.9]","[27.3, 22.4]",20.988092,-1.3547114,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nicolás Hernán Otamendi,Nicolás Alejandro Tagliafico,0,49,1,"[32.2, 16.3]","[41.7, 4.4]",15.22695,-0.897081,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nicolás Alejandro Tagliafico,Nicolás Hernán Otamendi,0,52,1,"[43.5, 4.4]","[32.9, 15.0]",14.990664,2.3561945,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nicolás Hernán Otamendi,Cristian Gabriel Romero,0,55,1,"[32.9, 18.8]","[34.3, 43.2]",24.44013,1.5134821,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Cristian Gabriel Romero,Nahuel Molina Lucero,0,59,1,"[38.5, 47.4]","[57.0, 73.8]",32.236782,0.9595621,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nahuel Molina Lucero,Rodrigo Javier De Paul,1,0,1,"[56.4, 73.8]","[46.2, 66.6]",12.485191,-2.5269296,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Rodrigo Javier De Paul,Leandro Daniel Paredes,1,3,1,"[47.1, 59.8]","[38.8, 38.9]",22.487774,-1.9488254,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,1,7,1,"[43.5, 38.2]","[44.6, 55.3]",17.135344,1.5065573,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Cristian Gabriel Romero,Leandro Daniel Paredes,1,11,1,"[46.7, 58.9]","[43.7, 41.4]",17.755281,-1.7405746,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Leandro Daniel Paredes,Nicolás Hernán Otamendi,1,14,1,"[45.3, 37.3]","[53.9, 12.5]",26.24881,-1.2369982,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Nicolás Hernán Otamendi,Leandro Daniel Paredes,1,17,1,"[55.7, 11.1]","[46.7, 20.4]",12.9417925,2.3398025,Ground Pass,,,,,,,,,,,,,Regular Play
3857300,Argentina,Leandro Daniel Paredes,Cristian Gabriel Romero,1,20,1,"[42.6, 19.2]","[40.8, 47.0]",27.858212,1.6354543,Ground Pass,,,,,,,,,,,,,Regular Play
