match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_technique,pass_cross,pass_cut_back,pass_switch,pass_through_ball,pass_deflected,pass_outcome,pass_shot_assist,pass_assisted_shot_id,under_pressure,play_pattern
7546,France,N''Golo Kanté,Antoine Griezmann,33,19,1,"[65.0, 55.0]","[69.0, 55.0]",4.0,0.0,Ground Pass,,,,,,,,,,,True,From Counter
7546,France,Antoine Griezmann,Olivier Giroud,33,23,1,"[90.0, 50.0]","[96.0, 41.0]",10.816654,-0.98279375,Ground Pass,,,,,,,,,,,,From Counter
7546,France,Olivier Giroud,Antoine Griezmann,33,24,1,"[96.0, 41.0]","[95.0, 43.0]",2.236068,2.0344439,Ground Pass,,,,,,,,Incomplete,,,,From Counter
7546,France,Paul Pogba,Olivier Giroud,33,34,1,"[95.0, 25.0]","[108.0, 27.0]",13.152946,0.15264933,Ground Pass,,,,,,,,,True,7143598f-cf39-436c-b415-f76d8a461603,,From Counter
7546,France,Paul Pogba,,35,42,1,"[20.0, 46.0]","[86.0, 18.0]",71.693794,-0.4012288,High Pass,,,,,,,,Incomplete,,,,From Throw In
7546,France,N''Golo Kanté,Antoine Griezmann,36,58,1,"[28.0, 68.0]","[34.0, 56.0]",13.416408,-1.1071488,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Samuel Yves Umtiti,37,1,1,"[37.0, 44.0]","[28.0, 23.0]",22.847319,-1.9756881,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Samuel Yves Umtiti,Lucas Hernández Pi,37,3,1,"[29.0, 21.0]","[51.0, 3.0]",28.42534,-0.6857295,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Lucas Hernández Pi,Blaise Matuidi,37,8,1,"[72.0, 5.0]","[76.0, 3.0]",4.472136,-0.4636476,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Paul Pogba,37,10,1,"[77.0, 3.0]","[65.0, 9.0]",13.416408,2.6779451,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Blaise Matuidi,37,11,1,"[65.0, 8.0]","[76.0, 3.0]",12.083046,-0.4266275,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Paul Pogba,37,13,1,"[76.0, 2.0]","[68.0, 5.0]",8.5440035,2.782822,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Antoine Griezmann,37,15,1,"[67.0, 6.0]","[71.0, 11.0]",6.4031243,0.8960554,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Blaise Matuidi,37,16,1,"[71.0, 10.0]","[79.0, 7.0]",8.5440035,-0.35877067,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Antoine Griezmann,37,18,1,"[80.0, 7.0]","[88.0, 11.0]",8.944272,0.4636476,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Olivier Giroud,37,20,1,"[94.0, 15.0]","[98.0, 20.0]",6.4031243,0.8960554,Ground Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Paul Pogba,Kylian Mbappé Lottin,38,44,1,"[48.0, 65.0]","[87.0, 74.0]",40.024994,0.22679885,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,Antoine Griezmann,38,47,1,"[88.0, 74.0]","[91.0, 48.0]",26.172504,-1.4559197,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Olivier Giroud,38,49,1,"[92.0, 48.0]","[109.0, 34.0]",22.022715,-0.6889244,Low Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Raphaël Varane,Olivier Giroud,40,24,1,"[61.0, 68.0]","[120.0, 54.0]",60.63827,-0.23297924,High Pass,Free Kick,,,,,,,Out,,,,From Free Kick
7546,France,Blaise Matuidi,Paul Pogba,41,28,1,"[55.0, 5.0]","[53.0, 12.0]",7.28011,1.849096,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,N''Golo Kanté,41,29,1,"[50.0, 15.0]","[57.0, 27.0]",13.892444,1.0427219,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Blaise Matuidi,41,32,1,"[71.0, 23.0]","[94.0, 3.0]",30.479502,-0.7157436,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Antoine Griezmann,41,36,1,"[94.0, 4.0]","[86.0, 15.0]",13.601471,2.1995926,Ground Pass,,,,,,,,,,,True,Regular Play
7546,France,Antoine Griezmann,Paul Pogba,41,39,1,"[89.0, 18.0]","[81.0, 18.0]",8.0,3.1415927,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Blaise Matuidi,41,42,1,"[82.0, 18.0]","[87.0, 4.0]",14.866069,-1.2277724,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Paul Pogba,41,45,1,"[88.0, 4.0]","[80.0, 7.0]",8.5440035,2.782822,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Samuel Yves Umtiti,41,47,1,"[79.0, 8.0]","[60.0, 13.0]",19.646883,2.884269,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Samuel Yves Umtiti,N''Golo Kanté,41,49,1,"[60.0, 16.0]","[73.0, 27.0]",17.029387,0.7022569,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Raphaël Varane,41,51,1,"[74.0, 27.0]","[54.0, 52.0]",32.01562,2.2455373,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Raphaël Varane,Kylian Mbappé Lottin,41,56,1,"[73.0, 58.0]","[89.0, 55.0]",16.27882,-0.18534794,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,Benjamin Pavard,41,58,1,"[89.0, 56.0]","[82.0, 76.0]",21.189621,1.9074712,Low Pass,,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,Raphaël Varane,42,0,1,"[75.0, 76.0]","[57.0, 70.0]",18.973665,-2.819842,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Raphaël Varane,Paul Pogba,42,2,1,"[55.0, 72.0]","[63.0, 43.0]",30.083218,-1.3016288,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Antoine Griezmann,42,7,1,"[65.0, 26.0]","[70.0, 39.0]",13.928389,1.2036225,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Paul Pogba,42,8,1,"[70.0, 38.0]","[62.0, 30.0]",11.313708,-2.3561945,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,N''Golo Kanté,42,9,1,"[62.0, 31.0]","[67.0, 44.0]",13.928389,1.2036225,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Benjamin Pavard,42,11,1,"[70.0, 50.0]","[76.0, 67.0]",18.027756,1.2315037,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,N''Golo Kanté,42,14,1,"[74.0, 66.0]","[80.0, 62.0]",7.2111025,-0.5880026,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Kylian Mbappé Lottin,42,14,1,"[80.0, 62.0]","[99.0, 76.0]",23.600847,0.63502675,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,N''Golo Kanté,42,17,1,"[100.0, 64.0]","[95.0, 51.0]",13.928389,-1.9379702,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Antoine Griezmann,42,19,1,"[95.0, 50.0]","[100.0, 40.0]",11.18034,-1.1071488,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Lucas Hernández Pi,42,20,1,"[101.0, 40.0]","[106.0, 27.0]",13.928389,-1.2036225,Ground Pass,,,,,,,,,True,a40a42f9-c914-4ca7-9090-dc0cdbfe4550,,Regular Play
7546,France,Raphaël Varane,Samuel Yves Umtiti,43,7,1,"[32.0, 42.0]","[33.0, 35.0]",7.071068,-1.4288993,Low Pass,Recovery,,,,,,,,,,True,Regular Play
7546,France,Samuel Yves Umtiti,Antoine Griezmann,43,10,1,"[47.0, 36.0]","[58.0, 50.0]",17.804493,0.9048271,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Kylian Mbappé Lottin,43,15,1,"[90.0, 43.0]","[116.0, 60.0]",31.06445,0.57907426,Ground Pass,,,,,,,,,,,True,Regular Play
7546,France,Kylian Mbappé Lottin,Antoine Griezmann,43,19,1,"[119.0, 58.0]","[112.0, 43.0]",16.552946,-2.0074234,High Pass,,,True,,,,,Incomplete,,,,Regular Play
7546,France,Hugo Lloris,Olivier Giroud,44,23,1,"[17.0, 25.0]","[79.0, 40.0]",63.788715,0.23737425,High Pass,,,,,,,,,,,,Regular Play
7546,France,Olivier Giroud,Blaise Matuidi,44,27,1,"[88.0, 26.0]","[96.0, 12.0]",16.124516,-1.0516502,Low Pass,,,,,,,,Incomplete,,,True,Regular Play
7546,France,Samuel Yves Umtiti,Lucas Hernández Pi,44,37,1,"[48.0, 4.0]","[50.0, 2.0]",2.828427,-0.7853982,Ground Pass,Recovery,,,,,,,,,,,Regular Play
7546,France,Lucas Hernández Pi,Paul Pogba,44,38,1,"[51.0, 2.0]","[56.0, 7.0]",7.071068,0.7853982,Ground Pass,,,,,,,,,,,True,Regular Play
7546,France,Paul Pogba,Blaise Matuidi,44,39,1,"[55.0, 7.0]","[71.0, 3.0]",16.492422,-0.24497867,Ground Pass,,,,,,,,Out,,,,Regular Play
7546,France,Lucas Hernández Pi,Antoine Griezmann,44,54,1,"[42.0, 10.0]","[48.0, 11.0]",6.0827627,0.16514868,Ground Pass,Recovery,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Kylian Mbappé Lottin,44,56,1,"[49.0, 11.0]","[70.0, 50.0]",44.294468,1.076855,High Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Benjamin Pavard,Kylian Mbappé Lottin,45,9,1,"[45.0, 79.0]","[56.0, 74.0]",12.083046,-0.4266275,Low Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,Kylian Mbappé Lottin,Antoine Griezmann,45,11,1,"[57.0, 76.0]","[66.0, 66.0]",13.453624,-0.8379812,Low Pass,,,,,,,,,,,,From Throw In
7546,France,Antoine Griezmann,N''Golo Kanté,45,11,1,"[65.0, 66.0]","[54.0, 55.0]",15.556349,-2.3561945,Low Pass,,,,,,,,,,,,From Throw In
7546,France,N''Golo Kanté,Lucas Hernández Pi,45,14,1,"[49.0, 49.0]","[56.0, 4.0]",45.54119,-1.4164776,High Pass,,,,,True,,,,,,,From Throw In
7546,France,Lucas Hernández Pi,Samuel Yves Umtiti,45,20,1,"[53.0, 9.0]","[36.0, 15.0]",18.027756,2.8023,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Samuel Yves Umtiti,Paul Pogba,45,23,1,"[37.0, 16.0]","[50.0, 14.0]",13.152946,-0.15264933,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Paul Pogba,Olivier Giroud,45,26,1,"[50.0, 19.0]","[85.0, 16.0]",35.128338,-0.08550529,High Pass,,,,,,,,,,,,From Throw In
7546,France,Olivier Giroud,Antoine Griezmann,45,33,1,"[95.0, 20.0]","[108.0, 19.0]",13.038404,-0.07677189,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Antoine Griezmann,Olivier Giroud,45,34,1,"[107.0, 20.0]","[107.0, 27.0]",7.0,1.5707964,Low Pass,,,,,,,,Incomplete,,,,From Throw In
7546,France,Blaise Matuidi,Antoine Griezmann,46,17,1,"[52.0, 26.0]","[63.0, 18.0]",13.601471,-0.6287963,High Pass,Recovery,,,,,,,Incomplete,,,,From Goal Kick
7546,France,Paul Pogba,Samuel Yves Umtiti,46,24,1,"[66.0, 10.0]","[47.0, 18.0]",20.615528,2.7430701,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Samuel Yves Umtiti,Benjamin Pavard,46,26,1,"[48.0, 25.0]","[55.0, 55.0]",30.805843,1.3415644,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,Raphaël Varane,46,28,1,"[55.0, 54.0]","[48.0, 50.0]",8.062258,-2.6224465,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Raphaël Varane,Benjamin Pavard,46,31,1,"[48.0, 50.0]","[47.0, 70.0]",20.024984,1.6207547,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,Hugo Lloris,46,33,1,"[47.0, 64.0]","[20.0, 53.0]",29.15476,-2.7547169,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Hugo Lloris,Lucas Hernández Pi,46,38,1,"[21.0, 41.0]","[48.0, 3.0]",46.615448,-0.9530406,High Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Olivier Giroud,46,50,1,"[68.0, 3.0]","[96.0, 30.0]",38.8973,0.76721835,Ground Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Paul Pogba,N''Golo Kanté,45,26,2,"[42.0, 61.0]","[50.0, 70.0]",12.0415945,0.844154,Ground Pass,Recovery,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Antoine Griezmann,45,28,2,"[51.0, 72.0]","[66.0, 65.0]",16.552946,-0.43662715,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Kylian Mbappé Lottin,45,29,2,"[66.0, 64.0]","[74.0, 65.0]",8.062258,0.124354996,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,Blaise Matuidi,45,33,2,"[87.0, 46.0]","[99.0, 26.0]",23.323807,-1.0303768,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,Olivier Giroud,45,37,2,"[110.0, 13.0]","[112.0, 14.0]",2.236068,0.4636476,Ground Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Hugo Lloris,Olivier Giroud,48,33,2,"[36.0, 36.0]","[100.0, 24.0]",65.11528,-0.18534794,High Pass,Free Kick,,,,,,,,,,,From Free Kick
7546,France,Olivier Giroud,Antoine Griezmann,48,37,2,"[101.0, 25.0]","[98.0, 17.0]",8.5440035,-1.929567,Low Pass,,,,,,,,Incomplete,,,,From Free Kick
7546,France,Lucas Hernández Pi,Antoine Griezmann,48,40,2,"[64.0, 21.0]","[88.0, 14.0]",25.0,-0.2837941,High Pass,Recovery,,,,,,,Incomplete,,,,From Free Kick
7546,France,N''Golo Kanté,Blaise Matuidi,48,44,2,"[72.0, 21.0]","[80.0, 17.0]",8.944272,-0.4636476,High Pass,Recovery,,,,,,,,,,,From Free Kick
7546,France,Blaise Matuidi,Olivier Giroud,48,46,2,"[80.0, 15.0]","[91.0, 16.0]",11.045361,0.09065989,High Pass,,,,,,,,,,,,From Free Kick
7546,France,Olivier Giroud,Blaise Matuidi,48,48,2,"[91.0, 16.0]","[87.0, 5.0]",11.7046995,-1.9195673,Ground Pass,,,,,,,,,,,,From Free Kick
7546,France,Lucas Hernández Pi,Paul Pogba,49,6,2,"[97.0, 1.0]","[99.0, 8.0]",7.28011,1.2924967,Low Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,Paul Pogba,Lucas Hernández Pi,49,8,2,"[98.0, 8.0]","[100.0, 4.0]",4.472136,-1.1071488,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Lucas Hernández Pi,N''Golo Kanté,49,9,2,"[99.0, 5.0]","[87.0, 5.0]",12.0,3.1415927,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,N''Golo Kanté,Benjamin Pavard,49,11,2,"[86.0, 8.0]","[84.0, 80.0]",72.02777,1.598567,High Pass,,,,,True,,,Out,,,True,From Throw In
7546,France,Raphaël Varane,,49,42,2,"[9.0, 76.0]","[24.0, 69.0]",16.552946,-0.43662715,Ground Pass,Recovery,,,,,,,Incomplete,,,,Regular Play
7546,France,Hugo Lloris,Olivier Giroud,50,23,2,"[7.0, 43.0]","[73.0, 64.0]",69.260376,0.30805278,High Pass,Goal Kick,,,,,,,Incomplete,,,,From Goal Kick
7546,France,Blaise Matuidi,Lucas Hernández Pi,50,48,2,"[32.0, 11.0]","[34.0, 4.0]",7.28011,-1.2924967,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Lucas Hernández Pi,Paul Pogba,50,50,2,"[34.0, 4.0]","[43.0, 6.0]",9.219544,0.21866895,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Blaise Matuidi,50,50,2,"[42.0, 5.0]","[38.0, 3.0]",4.472136,-2.6779451,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Blaise Matuidi,N''Golo Kanté,50,51,2,"[39.0, 5.0]","[39.0, 20.0]",15.0,1.5707964,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Kylian Mbappé Lottin,50,54,2,"[46.0, 29.0]","[83.0, 63.0]",50.24938,0.7431698,High Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Raphaël Varane,Benjamin Pavard,51,26,2,"[73.0, 70.0]","[74.0, 72.0]",2.236068,1.1071488,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick
7546,France,Benjamin Pavard,Kylian Mbappé Lottin,51,27,2,"[74.0, 75.0]","[85.0, 77.0]",11.18034,0.1798535,Ground Pass,,,,,,,,,,,,From Free Kick
7546,France,Kylian Mbappé Lottin,N''Golo Kanté,51,28,2,"[85.0, 78.0]","[87.0, 68.0]",10.198039,-1.3734008,Ground Pass,,,,,,,,,,,,From Free Kick
7546,France,N''Golo Kanté,Antoine Griezmann,51,32,2,"[86.0, 61.0]","[92.0, 61.0]",6.0,0.0,Ground Pass,,,,,,,,,,,,From Free Kick
7546,France,Antoine Griezmann,Benjamin Pavard,51,33,2,"[93.0, 65.0]","[99.0, 68.0]",6.708204,0.4636476,Ground Pass,,,,,,,,Incomplete,,,,From Free Kick
7546,France,Antoine Griezmann,Lucas Hernández Pi,51,37,2,"[96.0, 79.0]","[120.0, 4.0]",78.74643,-1.2610934,High Pass,,,True,,True,,,Out,,,,From Free Kick
7546,France,Antoine Griezmann,Samuel Yves Umtiti,53,4,2,"[98.0, 6.0]","[111.0, 47.0]",43.011627,1.2637506,High Pass,Free Kick,,True,,True,,,Incomplete,,,,From Free Kick
7546,France,Samuel Yves Umtiti,Raphaël Varane,53,9,2,"[100.0, 38.0]","[109.0, 36.0]",9.219544,-0.21866895,High Pass,Recovery,,,,,,,Incomplete,,,,From Free Kick
7546,France,Lucas Hernández Pi,Olivier Giroud,53,40,2,"[54.0, 1.0]","[84.0, 6.0]",30.413813,0.16514868,High Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,Olivier Giroud,Blaise Matuidi,53,42,2,"[86.0, 5.0]","[88.0, 5.0]",2.0,0.0,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Blaise Matuidi,Olivier Giroud,53,43,2,"[88.0, 5.0]","[89.0, 14.0]",9.055386,1.4601392,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Paul Pogba,Lucas Hernández Pi,54,20,2,"[80.0, 14.0]","[89.0, 6.0]",12.0415945,-0.7266424,Ground Pass,Free Kick,,,,,,,,,,,From Free Kick
7546,France,Lucas Hernández Pi,Paul Pogba,54,21,2,"[88.0, 6.0]","[80.0, 6.0]",8.0,3.1415927,Ground Pass,,,,,,,,,,,,From Free Kick
7546,France,Paul Pogba,Blaise Matuidi,54,26,2,"[75.0, 6.0]","[102.0, 5.0]",27.018513,-0.037020117,High Pass,,,,,,,,Incomplete,,,,From Free Kick
7546,France,Lucas Hernández Pi,Paul Pogba,54,50,2,"[110.0, 1.0]","[102.0, 5.0]",8.944272,2.6779451,Low Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,Paul Pogba,Blaise Matuidi,54,52,2,"[107.0, 5.0]","[108.0, 14.0]",9.055386,1.4601392,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Blaise Matuidi,Lucas Hernández Pi,54,53,2,"[108.0, 12.0]","[116.0, 3.0]",12.0415945,-0.844154,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,N''Golo Kanté,Lucas Hernández Pi,55,4,2,"[83.0, 24.0]","[89.0, 12.0]",13.416408,-1.1071488,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Lucas Hernández Pi,Paul Pogba,55,10,2,"[100.0, 17.0]","[109.0, 9.0]",12.0415945,-0.7266424,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Kylian Mbappé Lottin,Samuel Yves Umtiti,55,41,2,"[119.0, 2.0]","[116.0, 41.0]",39.115215,1.6475682,High Pass,Corner,,True,,,,,Incomplete,,,,From Corner
7546,France,Benjamin Pavard,N''Golo Kanté,56,11,2,"[56.0, 80.0]","[59.0, 74.0]",6.708204,-1.1071488,Low Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,N''Golo Kanté,Olivier Giroud,56,12,2,"[59.0, 74.0]","[75.0, 76.0]",16.124516,0.124354996,High Pass,,,,,,,,Incomplete,,,,From Throw In
7546,France,Olivier Giroud,Paul Pogba,56,14,2,"[75.0, 67.0]","[71.0, 66.0]",4.1231055,-2.896614,High Pass,Recovery,,,,,,,,,,,From Throw In
7546,France,Paul Pogba,Lucas Hernández Pi,56,17,2,"[73.0, 59.0]","[71.0, 28.0]",31.06445,-1.6352232,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Lucas Hernández Pi,Blaise Matuidi,56,20,2,"[78.0, 32.0]","[88.0, 22.0]",14.142136,-0.7853982,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Blaise Matuidi,Kylian Mbappé Lottin,56,23,2,"[85.0, 16.0]","[94.0, 4.0]",15.0,-0.9272952,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Kylian Mbappé Lottin,Blaise Matuidi,56,31,2,"[110.0, 11.0]","[110.0, 23.0]",12.0,1.5707964,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Blaise Matuidi,Olivier Giroud,56,32,2,"[111.0, 22.0]","[110.0, 23.0]",1.4142135,2.3561945,Low Pass,,,,,,,,Incomplete,,,,From Throw In
7546,France,Lucas Hernández Pi,Blaise Matuidi,57,0,2,"[14.0, 28.0]","[59.0, 15.0]",46.840153,-0.2812322,High Pass,Recovery,,,,,,,Incomplete,,,,From Throw In
7546,France,Benjamin Pavard,Kylian Mbappé Lottin,57,22,2,"[11.0, 58.0]","[33.0, 77.0]",29.068884,0.7123576,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Hugo Lloris,Antoine Griezmann,58,1,2,"[16.0, 29.0]","[87.0, 5.0]",74.94665,-0.32596993,High Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Benjamin Pavard,N''Golo Kanté,58,10,2,"[37.0, 51.0]","[40.0, 45.0]",6.708204,-1.1071488,Low Pass,Recovery,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Paul Pogba,58,12,2,"[40.0, 44.0]","[45.0, 40.0]",6.4031243,-0.67474097,Low Pass,,,,,,,,,,,,Regular Play
7546,France,N''Golo Kanté,Kylian Mbappé Lottin,58,34,2,"[56.0, 78.0]","[81.0, 80.0]",25.079872,0.07982998,Ground Pass,,,,,,,,Out,,,,Regular Play
7546,France,Raphaël Varane,Hugo Lloris,59,0,2,"[24.0, 60.0]","[9.0, 47.0]",19.849434,-2.427502,Ground Pass,,,,,,,,,,,,From Throw In
7546,France,Hugo Lloris,Kylian Mbappé Lottin,59,2,2,"[10.0, 47.0]","[46.0, 80.0]",48.83646,0.7419473,High Pass,,,,,,,,Out,,,,From Throw In
7546,France,Kylian Mbappé Lottin,Antoine Griezmann,60,29,2,"[23.0, 64.0]","[27.0, 65.0]",4.1231055,0.24497867,Ground Pass,Recovery,,,,,,,Incomplete,,,,From Throw In
7546,France,Hugo Lloris,Olivier Giroud,61,10,2,"[7.0, 44.0]","[75.0, 40.0]",68.117546,-0.058755822,Ground Pass,Goal Kick,,,,,,,,,,,From Goal Kick
7546,France,Olivier Giroud,Antoine Griezmann,61,14,2,"[74.0, 40.0]","[76.0, 42.0]",2.828427,0.7853982,Low Pass,,,,,,,,,,,,From Goal Kick
7546,France,Antoine Griezmann,Paul Pogba,61,15,2,"[76.0, 43.0]","[69.0, 42.0]",7.071068,-2.9996955,Low Pass,,,,,,,,,,,,From Goal Kick
7546,France,Paul Pogba,Olivier Giroud,61,15,2,"[70.0, 42.0]","[105.0, 39.0]",35.128338,-0.08550529,High Pass,,,,,,,,Incomplete,,,,From Goal Kick
7546,France,Hugo Lloris,Olivier Giroud,62,20,2,"[18.0, 29.0]","[75.0, 5.0]",61.846584,-0.39852244,High Pass,,,,,,,,,,,,Regular Play
7546,France,Olivier Giroud,Paul Pogba,62,23,2,"[76.0, 4.0]","[57.0, 19.0]",24.207438,2.4733033,High Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Lucas Hernández Pi,62,25,2,"[59.0, 19.0]","[57.0, 4.0]",15.132746,-1.7033478,High Pass,,,,,,,,,,,True,Regular Play
7546,France,Lucas Hernández Pi,Paul Pogba,62,29,2,"[57.0, 3.0]","[56.0, 14.0]",11.045361,1.6614562,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Raphaël Varane,62,32,2,"[54.0, 25.0]","[46.0, 45.0]",21.540659,1.9513026,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Raphaël Varane,Benjamin Pavard,62,35,2,"[48.0, 52.0]","[48.0, 76.0]",24.0,1.5707964,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,Paul Pogba,62,41,2,"[72.0, 63.0]","[67.0, 40.0]",23.537205,-1.784857,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Paul Pogba,Olivier Giroud,62,44,2,"[70.0, 39.0]","[87.0, 19.0]",26.24881,-0.86630225,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Olivier Giroud,Kylian Mbappé Lottin,62,48,2,"[98.0, 25.0]","[103.0, 61.0]",36.345562,1.4327903,High Pass,,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,Blaise Matuidi,62,54,2,"[114.0, 59.0]","[113.0, 59.0]",1.0,3.1415927,Ground Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Benjamin Pavard,Olivier Giroud,63,9,2,"[111.0, 80.0]","[116.0, 61.0]",19.646883,-1.3134726,High Pass,Throw-in,,,,,,,,,,,From Throw In
7546,France,Raphaël Varane,Benjamin Pavard,63,22,2,"[72.0, 75.0]","[87.0, 69.0]",16.155495,-0.38050637,Low Pass,Interception,,,,,,,,,,,Regular Play
7546,France,Benjamin Pavard,,63,24,2,"[88.0, 69.0]","[101.0, 54.0]",19.849434,-0.8567056,High Pass,,,,,,,,Incomplete,,,,Regular Play
7546,France,Antoine Griezmann,Kylian Mbappé Lottin,63,35,2,"[71.0, 74.0]","[75.0, 79.0]",6.4031243,0.8960554,Ground Pass,Recovery,,,,,,,,,,,Regular Play
7546,France,Kylian Mbappé Lottin,Antoine Griezmann,63,36,2,"[76.0, 78.0]","[72.0, 76.0]",4.472136,-2.6779451,Ground Pass,,,,,,,,,,,,Regular Play
7546,France,Antoine Griezmann,Lucas Hernández Pi,63,39,2,"[70.0, 73.0]","[63.0, 22.0]",51.47815,-1.707199,High Pass,,,,,True,,,,,,,Regular Play
7546,France,Lucas Hernández Pi,Blaise Matuidi,63,42,2,"[62.0, 23.0]","[65.0, 3.0]",20.22375,-1.4219064,Low Pass,,,,,,,,,,,,Regular Play
