match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_cross,pass_cut_back,pass_switch,pass_deflected,pass_outcome,pass_shot_assist,pass_assisted_shot_id,under_pressure,play_pattern
7563,France,Nabil Fekir,Benjamin Mendy,84,58,2,"[46.0, 51.0]","[62.0, 7.0]",46.818798,-1.2220253,Ground Pass,,,,True,,,,,,Regular Play
7563,France,Benjamin Mendy,Thomas Lemar,85,3,2,"[80.0, 2.0]","[78.0, 11.0]",9.219544,1.7894653,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Kylian Mbappé Lottin,85,6,2,"[84.0, 13.0]","[91.0, 21.0]",10.630146,0.8519663,Ground Pass,,,,,,,,,,Regular Play
7563,France,Kylian Mbappé Lottin,Thomas Lemar,85,7,2,"[91.0, 21.0]","[95.0, 17.0]",5.656854,-0.7853982,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Steve Mandanda,Raphaël Varane,85,52,2,"[6.0, 26.0]","[23.0, 51.0]",30.232433,0.97361964,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,Djibril Sidibé,85,56,2,"[26.0, 55.0]","[42.0, 73.0]",24.083189,0.844154,Ground Pass,,,,,,,,,,Regular Play
7563,France,Djibril Sidibé,Benjamin Mendy,86,5,2,"[65.0, 66.0]","[74.0, 2.0]",64.629715,-1.4310875,High Pass,,,,True,,,,,,Regular Play
7563,France,Benjamin Mendy,Thomas Lemar,86,11,2,"[77.0, 2.0]","[85.0, 14.0]",14.422205,0.98279375,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Nabil Fekir,86,12,2,"[85.0, 11.0]","[82.0, 8.0]",4.2426405,-2.3561945,Ground Pass,,,,,,,,,,Regular Play
7563,France,Nabil Fekir,Steven N''Kemboanza Mike Christopher Nzonzi,86,14,2,"[74.0, 9.0]","[79.0, 16.0]",8.602325,0.95054686,Ground Pass,,,,,,,,,,Regular Play
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,Djibril Sidibé,86,18,2,"[85.0, 26.0]","[97.0, 73.0]",48.507732,1.3208177,Ground Pass,,,,True,,,,,True,Regular Play
7563,France,Djibril Sidibé,,86,22,2,"[103.0, 69.0]","[104.0, 46.0]",23.021729,-1.5273454,High Pass,,True,,,,Incomplete,,,,Regular Play
7563,France,N''Golo Kanté,Raphaël Varane,86,27,2,"[76.0, 55.0]","[66.0, 46.0]",13.453624,-2.4087775,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,N''Golo Kanté,86,29,2,"[66.0, 47.0]","[71.0, 59.0]",13.0,1.1760052,Ground Pass,,,,,,,,,,Regular Play
7563,France,N''Golo Kanté,Nabil Fekir,86,32,2,"[73.0, 60.0]","[79.0, 66.0]",8.485281,0.7853982,Ground Pass,,,,,,,,,,Regular Play
7563,France,Nabil Fekir,Kylian Mbappé Lottin,86,34,2,"[83.0, 65.0]","[89.0, 53.0]",13.416408,-1.1071488,Ground Pass,,,,,,,,,,Regular Play
7563,France,Kylian Mbappé Lottin,Olivier Giroud,86,37,2,"[94.0, 49.0]","[99.0, 50.0]",5.0990195,0.19739556,Ground Pass,,,,,,,,,,Regular Play
7563,France,Olivier Giroud,Djibril Sidibé,86,37,2,"[100.0, 49.0]","[101.0, 67.0]",18.027756,1.5152978,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Djibril Sidibé,Nabil Fekir,86,41,2,"[101.0, 69.0]","[113.0, 68.0]",12.0415945,-0.08314123,Ground Pass,,,,,,,,,,Regular Play
7563,France,Nabil Fekir,Djibril Sidibé,86,50,2,"[104.0, 79.0]","[97.0, 74.0]",8.602325,-2.5213432,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Djibril Sidibé,N''Golo Kanté,86,53,2,"[95.0, 71.0]","[86.0, 74.0]",9.486833,2.819842,Ground Pass,,,,,,,,,,Regular Play
7563,France,N''Golo Kanté,Raphaël Varane,86,55,2,"[86.0, 74.0]","[77.0, 48.0]",27.513634,-1.9040406,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,Benjamin Mendy,86,58,2,"[81.0, 42.0]","[95.0, 2.0]",42.379242,-1.2341216,Ground Pass,,,,True,,,,,,Regular Play
7563,France,Benjamin Mendy,,87,2,2,"[99.0, 4.0]","[108.0, 26.0]",23.769728,1.1824776,High Pass,,,,,,Incomplete,,,,Regular Play
7563,France,Presnel Kimpembe,Thomas Lemar,87,7,2,"[66.0, 14.0]","[71.0, 3.0]",12.083046,-1.1441689,Ground Pass,Recovery,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Benjamin Mendy,87,9,2,"[75.0, 5.0]","[91.0, 2.0]",16.27882,-0.18534794,Ground Pass,,,,,,,,,,Regular Play
7563,France,Benjamin Mendy,Thomas Lemar,87,12,2,"[89.0, 2.0]","[83.0, 3.0]",6.0827627,2.976444,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Steven N''Kemboanza Mike Christopher Nzonzi,87,14,2,"[84.0, 3.0]","[80.0, 14.0]",11.7046995,1.9195673,Ground Pass,,,,,,,,,,Regular Play
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,Thomas Lemar,87,16,2,"[80.0, 14.0]","[85.0, 9.0]",7.071068,-0.7853982,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Benjamin Mendy,87,17,2,"[88.0, 13.0]","[101.0, 2.0]",17.029387,-0.7022569,Ground Pass,,,,,,,,,,Regular Play
7563,France,Benjamin Mendy,Olivier Giroud,87,20,2,"[105.0, 2.0]","[108.0, 38.0]",36.124783,1.487655,High Pass,,True,,,,Incomplete,,,,Regular Play
7563,France,Djibril Sidibé,Raphaël Varane,87,59,2,"[65.0, 77.0]","[51.0, 57.0]",24.41311,-2.1815224,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,Presnel Kimpembe,88,2,2,"[50.0, 54.0]","[54.0, 35.0]",19.416489,-1.3633001,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,Benjamin Mendy,88,8,2,"[79.0, 14.0]","[99.0, 2.0]",23.323807,-0.5404195,Ground Pass,,,,,,,,,,Regular Play
7563,France,Benjamin Mendy,Presnel Kimpembe,88,14,2,"[103.0, 8.0]","[83.0, 8.0]",20.0,3.1415927,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Presnel Kimpembe,Thomas Lemar,88,17,2,"[83.0, 7.0]","[89.0, 8.0]",6.0827627,0.16514868,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,Presnel Kimpembe,88,18,2,"[89.0, 7.0]","[79.0, 11.0]",10.770329,2.7610862,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,N''Golo Kanté,88,20,2,"[81.0, 15.0]","[77.0, 42.0]",27.294687,1.7178746,Ground Pass,,,,,,,,,,Regular Play
7563,France,N''Golo Kanté,Presnel Kimpembe,88,23,2,"[77.0, 44.0]","[78.0, 30.0]",14.035668,-1.4994888,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,Nabil Fekir,88,26,2,"[79.0, 29.0]","[86.0, 26.0]",7.615773,-0.4048918,Ground Pass,,,,,,,,,,Regular Play
7563,France,Nabil Fekir,Benjamin Mendy,88,28,2,"[86.0, 19.0]","[102.0, 2.0]",23.345236,-0.81569195,Ground Pass,,,,,,,,,,Regular Play
7563,France,Benjamin Mendy,Thomas Lemar,88,35,2,"[103.0, 3.0]","[89.0, 9.0]",15.231546,2.7367008,Ground Pass,,,,,,,,,,Regular Play
7563,France,Thomas Lemar,N''Golo Kanté,88,38,2,"[88.0, 13.0]","[90.0, 21.0]",8.246211,1.3258177,Ground Pass,,,,,,,,,,Regular Play
7563,France,N''Golo Kanté,Presnel Kimpembe,88,39,2,"[89.0, 21.0]","[79.0, 16.0]",11.18034,-2.6779451,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,Raphaël Varane,88,40,2,"[79.0, 17.0]","[73.0, 42.0]",25.70992,1.8063413,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Raphaël Varane,Djibril Sidibé,88,42,2,"[73.0, 42.0]","[72.0, 55.0]",13.038404,1.6475682,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Djibril Sidibé,Kylian Mbappé Lottin,88,44,2,"[73.0, 56.0]","[95.0, 78.0]",31.112698,0.7853982,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Kylian Mbappé Lottin,Steven N''Kemboanza Mike Christopher Nzonzi,88,49,2,"[99.0, 65.0]","[94.0, 55.0]",11.18034,-2.0344439,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,Djibril Sidibé,88,50,2,"[94.0, 58.0]","[100.0, 78.0]",20.880613,1.2793396,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Djibril Sidibé,Kylian Mbappé Lottin,88,53,2,"[101.0, 72.0]","[108.0, 54.0]",19.313208,-1.199905,Low Pass,,,,,,,,,True,Regular Play
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,,89,29,2,"[50.0, 28.0]","[61.0, 32.0]",11.7046995,0.348771,High Pass,Recovery,,,,,Incomplete,,,True,From Goal Kick
7563,France,Presnel Kimpembe,Steve Mandanda,89,50,2,"[26.0, 15.0]","[3.0, 29.0]",26.925823,2.5948038,Ground Pass,,,,,,,,,True,Regular Play
7563,France,Steve Mandanda,Presnel Kimpembe,89,54,2,"[5.0, 29.0]","[17.0, 14.0]",19.209373,-0.8960554,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,Raphaël Varane,89,59,2,"[29.0, 17.0]","[33.0, 47.0]",30.265491,1.4382448,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,Djibril Sidibé,90,1,2,"[34.0, 47.0]","[50.0, 74.0]",31.38471,1.0358412,Ground Pass,,,,,,,,,,Regular Play
7563,France,Djibril Sidibé,Kylian Mbappé Lottin,90,4,2,"[54.0, 71.0]","[74.0, 79.0]",21.540659,0.38050637,Ground Pass,,,,,,,,,,Regular Play
7563,France,Kylian Mbappé Lottin,Olivier Giroud,90,14,2,"[111.0, 54.0]","[112.0, 44.0]",10.049875,-1.4711276,Ground Pass,,,,,,Incomplete,,,True,Regular Play
7563,France,Djibril Sidibé,Nabil Fekir,90,24,2,"[115.0, 80.0]","[104.0, 75.0]",12.083046,-2.714965,Low Pass,Throw-in,,,,,,,,,From Throw In
7563,France,Nabil Fekir,,90,27,2,"[102.0, 73.0]","[108.0, 50.0]",23.769728,-1.315614,High Pass,,True,,,,Incomplete,,,,From Throw In
7563,France,Djibril Sidibé,Raphaël Varane,91,54,2,"[105.0, 80.0]","[78.0, 73.0]",27.89265,-2.8879185,Low Pass,Throw-in,,,,,,,,,From Throw In
7563,France,Raphaël Varane,Presnel Kimpembe,91,57,2,"[78.0, 65.0]","[74.0, 37.0]",28.284271,-1.7126933,Ground Pass,,,,,,,,,,From Throw In
7563,France,Presnel Kimpembe,Benjamin Mendy,92,1,2,"[85.0, 22.0]","[104.0, 4.0]",26.172504,-0.75837773,Ground Pass,,,,,,,,,,From Throw In
7563,France,Benjamin Mendy,,92,4,2,"[104.0, 4.0]","[106.0, 36.0]",32.06244,1.5083776,Low Pass,,True,,,,Incomplete,,,,From Throw In
7563,France,Presnel Kimpembe,Raphaël Varane,92,9,2,"[59.0, 26.0]","[59.0, 42.0]",16.0,1.5707964,Ground Pass,Recovery,,,,,,,,,From Throw In
7563,France,Raphaël Varane,Djibril Sidibé,92,13,2,"[66.0, 47.0]","[77.0, 78.0]",32.89377,1.2298174,Ground Pass,,,,,,,,,,From Throw In
7563,France,Djibril Sidibé,Kylian Mbappé Lottin,92,16,2,"[78.0, 77.0]","[95.0, 60.0]",24.04163,-0.7853982,Ground Pass,,,,,,,,,,From Throw In
7563,France,Kylian Mbappé Lottin,Steven N''Kemboanza Mike Christopher Nzonzi,92,19,2,"[91.0, 49.0]","[79.0, 27.0]",25.059929,-2.070143,Ground Pass,,,,,,,,,True,From Throw In
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,Benjamin Mendy,92,21,2,"[79.0, 27.0]","[95.0, 2.0]",29.681644,-1.0014831,High Pass,,,,,,,,,,From Throw In
7563,France,Benjamin Mendy,Steven N''Kemboanza Mike Christopher Nzonzi,92,29,2,"[99.0, 4.0]","[90.0, 6.0]",9.219544,2.9229238,Ground Pass,,,,,,,,,,From Throw In
7563,France,Steven N''Kemboanza Mike Christopher Nzonzi,Benjamin Mendy,92,32,2,"[96.0, 8.0]","[109.0, 2.0]",14.3178215,-0.43240777,Ground Pass,,,,,,,,,True,From Throw In
7563,France,Benjamin Mendy,Olivier Giroud,92,34,2,"[110.0, 2.0]","[111.0, 6.0]",4.1231055,1.3258177,Ground Pass,,,,,,Incomplete,,,,From Throw In
7563,France,Thomas Lemar,Presnel Kimpembe,92,43,2,"[80.0, 4.0]","[71.0, 26.0]",23.769728,1.959115,Ground Pass,,,,,,,,,,Regular Play
7563,France,Presnel Kimpembe,Raphaël Varane,92,45,2,"[71.0, 24.0]","[73.0, 52.0]",28.071337,1.4994888,Ground Pass,,,,,,,,,,Regular Play
7563,France,Raphaël Varane,Djibril Sidibé,92,48,2,"[79.0, 60.0]","[83.0, 72.0]",12.649111,1.2490457,Ground Pass,,,,,,,,,,Regular Play
