match_id,team,player,pass_recipient,minute,second,period,location,pass_end_location,pass_length,pass_angle,pass_height,pass_type,pass_cross,pass_switch,pass_outcome,pass_shot_assist,pass_goal_assist,pass_assisted_shot_id,under_pressure,play_pattern
8655,France,Raphaël Varane,Hugo Lloris,14,51,1,"[12.0, 46.0]","[4.0, 40.0]",10.0,-2.4980915,Ground Pass,,,,,,,,,Regular Play
8655,France,Hugo Lloris,Benjamin Pavard,14,52,1,"[4.0, 40.0]","[46.0, 64.0]",48.373547,0.5191461,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,Hugo Lloris,Olivier Giroud,15,39,1,"[7.0, 43.0]","[72.0, 41.0]",65.03076,-0.030759526,High Pass,Goal Kick,,,,,,,,From Goal Kick
8655,France,Olivier Giroud,Kylian Mbappé Lottin,15,43,1,"[72.0, 41.0]","[80.0, 48.0]",10.630146,0.71883,Low Pass,,,,Incomplete,,,,,From Goal Kick
8655,France,Olivier Giroud,Blaise Matuidi,15,53,1,"[114.0, 3.0]","[115.0, 26.0]",23.021729,1.5273454,Low Pass,,,,,,,,True,From Goal Kick
8655,France,Raphaël Varane,N''Golo Kanté,16,52,1,"[43.0, 60.0]","[55.0, 52.0]",14.422205,-0.5880026,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Raphaël Varane,16,53,1,"[55.0, 52.0]","[43.0, 58.0]",13.416408,2.6779451,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Samuel Yves Umtiti,16,55,1,"[43.0, 54.0]","[48.0, 27.0]",27.45906,-1.3876855,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Blaise Matuidi,17,2,1,"[56.0, 27.0]","[65.0, 27.0]",9.0,0.0,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Olivier Giroud,17,5,1,"[65.0, 27.0]","[77.0, 27.0]",12.0,0.0,Ground Pass,,,,,,,,,Regular Play
8655,France,Olivier Giroud,Lucas Hernández Pi,17,6,1,"[77.0, 27.0]","[68.0, 3.0]",25.632011,-1.929567,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Antoine Griezmann,17,9,1,"[68.0, 8.0]","[81.0, 14.0]",14.3178215,0.43240777,Ground Pass,,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Paul Pogba,17,12,1,"[77.0, 27.0]","[71.0, 35.0]",10.0,2.2142975,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Benjamin Pavard,17,14,1,"[68.0, 39.0]","[80.0, 64.0]",27.730848,1.1232764,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,17,17,1,"[82.0, 67.0]","[93.0, 77.0]",14.866069,0.7378151,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Olivier Giroud,17,37,1,"[117.0, 79.0]","[117.0, 53.0]",26.0,-1.5707964,High Pass,Throw-in,,,,,,,,From Throw In
8655,France,Olivier Giroud,Kylian Mbappé Lottin,17,40,1,"[117.0, 52.0]","[108.0, 50.0]",9.219544,-2.9229238,High Pass,,,,Incomplete,,,,,From Throw In
8655,France,N''Golo Kanté,Blaise Matuidi,17,43,1,"[95.0, 48.0]","[92.0, 34.0]",14.3178215,-1.7818897,Low Pass,Recovery,,,,,,,,From Throw In
8655,France,Kylian Mbappé Lottin,N''Golo Kanté,19,13,1,"[29.0, 22.0]","[28.0, 17.0]",5.0990195,-1.7681919,High Pass,Recovery,,,Incomplete,,,,,From Corner
8655,France,Benjamin Pavard,Paul Pogba,19,36,1,"[41.0, 74.0]","[48.0, 61.0]",14.764823,-1.076855,Ground Pass,,,,,,,,True,Regular Play
8655,France,Samuel Yves Umtiti,N''Golo Kanté,22,5,1,"[30.0, 19.0]","[42.0, 20.0]",12.0415945,0.08314123,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Samuel Yves Umtiti,22,7,1,"[42.0, 20.0]","[31.0, 17.0]",11.401754,-2.8753407,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Raphaël Varane,22,12,1,"[36.0, 20.0]","[36.0, 50.0]",30.0,1.5707964,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Benjamin Pavard,22,16,1,"[40.0, 56.0]","[52.0, 71.0]",19.209373,0.8960554,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,22,18,1,"[54.0, 74.0]","[65.0, 78.0]",11.7046995,0.348771,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Olivier Giroud,22,20,1,"[67.0, 77.0]","[71.0, 69.0]",8.944272,-1.1071488,Ground Pass,,,,,,,,True,Regular Play
8655,France,Olivier Giroud,Benjamin Pavard,22,21,1,"[71.0, 69.0]","[57.0, 72.0]",14.3178215,2.9304993,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Paul Pogba,22,23,1,"[56.0, 69.0]","[59.0, 58.0]",11.401754,-1.3045443,Ground Pass,,,,,,,,True,Regular Play
8655,France,Paul Pogba,Benjamin Pavard,22,24,1,"[59.0, 58.0]","[55.0, 65.0]",8.062258,2.0899425,Ground Pass,,,,,,,,True,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,22,25,1,"[54.0, 69.0]","[66.0, 79.0]",15.6205,0.69473827,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,22,29,1,"[65.0, 78.0]","[56.0, 70.0]",12.0415945,-2.4149504,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,N''Golo Kanté,22,30,1,"[56.0, 70.0]","[57.0, 55.0]",15.033297,-1.5042281,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Raphaël Varane,22,31,1,"[57.0, 55.0]","[47.0, 65.0]",14.142136,2.3561945,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Samuel Yves Umtiti,22,34,1,"[45.0, 60.0]","[43.0, 28.0]",32.06244,-1.6332152,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Olivier Giroud,22,39,1,"[57.0, 27.0]","[105.0, 49.0]",52.801514,0.42976227,High Pass,,,,,True,,f9f52407-2ec4-451b-b4d6-b965e2526502,,Regular Play
8655,France,Benjamin Pavard,Hugo Lloris,23,13,1,"[20.0, 53.0]","[1.0, 52.0]",19.026299,-3.0890095,Low Pass,Recovery,,,,,,,True,Regular Play
8655,France,Hugo Lloris,Olivier Giroud,23,32,1,"[18.0, 45.0]","[87.0, 22.0]",72.73238,-0.32175055,High Pass,,,,,,,,,Regular Play
8655,France,Olivier Giroud,N''Golo Kanté,23,36,1,"[87.0, 22.0]","[73.0, 35.0]",19.104973,2.3932147,High Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Kylian Mbappé Lottin,23,39,1,"[76.0, 36.0]","[81.0, 68.0]",32.38827,1.4157996,Ground Pass,,,,,,,,True,Regular Play
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,23,43,1,"[82.0, 69.0]","[89.0, 76.0]",9.899495,0.7853982,Ground Pass,,,,,,,,True,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,23,45,1,"[89.0, 76.0]","[80.0, 73.0]",9.486833,-2.819842,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,N''Golo Kanté,23,47,1,"[78.0, 71.0]","[70.0, 52.0]",20.615528,-1.9693187,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Raphaël Varane,23,49,1,"[68.0, 55.0]","[56.0, 51.0]",12.649111,-2.819842,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Samuel Yves Umtiti,23,51,1,"[57.0, 49.0]","[62.0, 31.0]",18.681541,-1.2998495,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Raphaël Varane,23,54,1,"[67.0, 29.0]","[62.0, 49.0]",20.615528,1.815775,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Benjamin Pavard,23,57,1,"[63.0, 50.0]","[72.0, 78.0]",29.410883,1.259798,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Paul Pogba,24,0,1,"[72.0, 78.0]","[74.0, 57.0]",21.095022,-1.4758446,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,N''Golo Kanté,24,3,1,"[70.0, 54.0]","[71.0, 46.0]",8.062258,-1.4464413,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Blaise Matuidi,24,7,1,"[79.0, 42.0]","[89.0, 25.0]",19.723083,-1.0390723,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Olivier Giroud,24,8,1,"[91.0, 24.0]","[95.0, 33.0]",9.848858,1.152572,Ground Pass,,,,,,,,True,Regular Play
8655,France,Olivier Giroud,Lucas Hernández Pi,24,9,1,"[95.0, 33.0]","[99.0, 17.0]",16.492422,-1.3258177,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Olivier Giroud,24,11,1,"[104.0, 17.0]","[106.0, 20.0]",3.6055512,0.98279375,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,Antoine Griezmann,,24,43,1,"[119.0, 2.0]","[114.0, 36.0]",34.36568,1.7168086,High Pass,Corner,True,,Incomplete,,,,,From Corner
8655,France,Lucas Hernández Pi,Antoine Griezmann,24,47,1,"[88.0, 6.0]","[98.0, 6.0]",10.0,0.0,Ground Pass,,,,Incomplete,,,,True,From Corner
8655,France,Lucas Hernández Pi,Antoine Griezmann,25,4,1,"[100.0, 2.0]","[100.0, 12.0]",10.0,1.5707964,Low Pass,Throw-in,,,,,,,,From Throw In
8655,France,Antoine Griezmann,Lucas Hernández Pi,25,5,1,"[100.0, 12.0]","[105.0, 2.0]",11.18034,-1.1071488,Ground Pass,,,,,,,,,From Throw In
8655,France,Lucas Hernández Pi,Blaise Matuidi,25,8,1,"[104.0, 2.0]","[105.0, 17.0]",15.033297,1.5042281,Ground Pass,,,,,,,,True,From Throw In
8655,France,Lucas Hernández Pi,Olivier Giroud,26,56,1,"[36.0, 1.0]","[52.0, 4.0]",16.27882,0.18534794,High Pass,Throw-in,,,,,,,,From Throw In
8655,France,Olivier Giroud,N''Golo Kanté,26,58,1,"[52.0, 4.0]","[47.0, 14.0]",11.18034,2.0344439,Low Pass,,,,Incomplete,,,,,From Throw In
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,27,4,1,"[34.0, 52.0]","[52.0, 65.0]",22.203604,0.62548506,Ground Pass,,,,,,,,,From Throw In
8655,France,Benjamin Pavard,Olivier Giroud,27,43,1,"[12.0, 50.0]","[29.0, 59.0]",19.235384,0.48689923,Low Pass,Recovery,,,Unknown,,,,,From Throw In
8655,France,Raphaël Varane,Samuel Yves Umtiti,27,59,1,"[30.0, 60.0]","[28.0, 27.0]",33.06055,-1.6313283,Ground Pass,Free Kick,,,,,,,,From Free Kick
8655,France,Samuel Yves Umtiti,Lucas Hernández Pi,28,3,1,"[39.0, 19.0]","[55.0, 4.0]",21.931713,-0.7531513,Ground Pass,,,,,,,,,From Free Kick
8655,France,Lucas Hernández Pi,N''Golo Kanté,28,6,1,"[55.0, 4.0]","[51.0, 26.0]",22.36068,1.7506498,Ground Pass,,,,,,,,,From Free Kick
8655,France,N''Golo Kanté,Samuel Yves Umtiti,28,7,1,"[51.0, 26.0]","[40.0, 17.0]",14.21267,-2.4558632,Ground Pass,,,,,,,,,From Free Kick
8655,France,Samuel Yves Umtiti,Raphaël Varane,28,10,1,"[43.0, 17.0]","[44.0, 51.0]",34.0147,1.541393,Ground Pass,,,,,,,,,From Free Kick
8655,France,Raphaël Varane,Benjamin Pavard,28,15,1,"[51.0, 56.0]","[73.0, 79.0]",31.827662,0.8076167,Ground Pass,,,,,,,,,From Free Kick
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,28,17,1,"[76.0, 77.0]","[72.0, 69.0]",8.944272,-2.0344439,Ground Pass,,,,,,,,,From Free Kick
8655,France,Kylian Mbappé Lottin,Raphaël Varane,28,18,1,"[72.0, 69.0]","[59.0, 56.0]",18.384777,-2.3561945,Ground Pass,,,,,,,,True,From Free Kick
8655,France,Raphaël Varane,Lucas Hernández Pi,28,24,1,"[68.0, 55.0]","[74.0, 3.0]",52.34501,-1.4559197,High Pass,,,True,,,,,,From Free Kick
8655,France,Paul Pogba,Benjamin Pavard,28,46,1,"[65.0, 40.0]","[62.0, 53.0]",13.341664,1.7975951,Ground Pass,Recovery,,,,,,,True,Regular Play
8655,France,Benjamin Pavard,Olivier Giroud,28,50,1,"[76.0, 55.0]","[101.0, 22.0]",41.400482,-0.9224643,High Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,N''Golo Kanté,29,27,1,"[59.0, 20.0]","[66.0, 24.0]",8.062258,0.5191461,Low Pass,Recovery,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Kylian Mbappé Lottin,29,30,1,"[70.0, 30.0]","[76.0, 50.0]",20.880613,1.2793396,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,29,31,1,"[70.0, 53.0]","[62.0, 55.0]",8.246211,2.896614,Ground Pass,,,,Unknown,,,,True,Regular Play
8655,France,Antoine Griezmann,Benjamin Pavard,30,28,1,"[82.0, 50.0]","[89.0, 62.0]",13.892444,1.0427219,Ground Pass,Free Kick,,,,,,,,From Free Kick
8655,France,Benjamin Pavard,Olivier Giroud,30,30,1,"[90.0, 61.0]","[107.0, 44.0]",24.04163,-0.7853982,High Pass,,,,,True,,bfb24a4d-c8df-4d8e-9ec3-6ac4413863d9,,From Free Kick
8655,France,Lucas Hernández Pi,Samuel Yves Umtiti,31,36,1,"[43.0, 3.0]","[31.0, 9.0]",13.416408,2.6779451,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Lucas Hernández Pi,31,40,1,"[37.0, 13.0]","[50.0, 3.0]",16.40122,-0.6556956,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Antoine Griezmann,31,43,1,"[50.0, 4.0]","[85.0, 11.0]",35.69314,0.19739556,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,Olivier Giroud,Antoine Griezmann,31,47,1,"[84.0, 19.0]","[107.0, 21.0]",23.086792,0.08673834,High Pass,Recovery,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Olivier Giroud,31,50,1,"[107.0, 21.0]","[107.0, 32.0]",11.0,1.5707964,Ground Pass,,True,,,True,,5583e0b0-f024-4d5d-a2a2-6737b26f5c14,,Regular Play
8655,France,Blaise Matuidi,Antoine Griezmann,31,58,1,"[109.0, 4.0]","[104.0, 12.0]",9.433981,2.1293957,Ground Pass,,,,,,,,True,Regular Play
8655,France,Antoine Griezmann,Lucas Hernández Pi,31,59,1,"[104.0, 12.0]","[92.0, 4.0]",14.422205,-2.55359,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Antoine Griezmann,32,1,1,"[92.0, 4.0]","[101.0, 14.0]",13.453624,0.8379812,Ground Pass,,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Lucas Hernández Pi,32,1,1,"[101.0, 14.0]","[101.0, 3.0]",11.0,-1.5707964,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,,32,4,1,"[107.0, 4.0]","[110.0, 12.0]",8.5440035,1.2120256,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,N''Golo Kanté,Olivier Giroud,33,0,1,"[85.0, 20.0]","[96.0, 41.0]",23.70654,1.0882831,Ground Pass,,,,Incomplete,,,,,Regular Play
8655,France,Antoine Griezmann,Kylian Mbappé Lottin,33,8,1,"[74.0, 38.0]","[108.0, 60.0]",40.496914,0.5743048,High Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Olivier Giroud,33,10,1,"[109.0, 60.0]","[109.0, 36.0]",24.0,-1.5707964,Ground Pass,,True,,,True,,e8ff9dd8-2f36-4445-9eed-92629eeb705d,,Regular Play
8655,France,Paul Pogba,Lucas Hernández Pi,34,38,1,"[52.0, 47.0]","[59.0, 4.0]",43.56604,-1.4094212,Ground Pass,Free Kick,,True,,,,,,From Free Kick
8655,France,Lucas Hernández Pi,N''Golo Kanté,34,45,1,"[79.0, 9.0]","[69.0, 26.0]",19.723083,2.1025205,Ground Pass,,,,,,,,,From Free Kick
8655,France,N''Golo Kanté,Raphaël Varane,34,48,1,"[66.0, 26.0]","[55.0, 53.0]",29.15476,1.957672,Ground Pass,,,,,,,,,From Free Kick
8655,France,Raphaël Varane,Antoine Griezmann,34,55,1,"[77.0, 65.0]","[87.0, 53.0]",15.6205,-0.87605804,Ground Pass,,,,,,,,,From Free Kick
8655,France,Antoine Griezmann,Benjamin Pavard,34,57,1,"[87.0, 55.0]","[99.0, 63.0]",14.422205,0.5880026,Ground Pass,,,,Incomplete,,,,True,From Free Kick
8655,France,Samuel Yves Umtiti,N''Golo Kanté,35,55,1,"[22.0, 31.0]","[26.0, 34.0]",5.0,0.6435011,Ground Pass,,,,,,,,,From Counter
8655,France,N''Golo Kanté,Blaise Matuidi,35,56,1,"[26.0, 34.0]","[28.0, 21.0]",13.152946,-1.418147,Ground Pass,,,,,,,,True,From Counter
8655,France,Blaise Matuidi,Antoine Griezmann,35,57,1,"[28.0, 21.0]","[39.0, 34.0]",17.029387,0.8685394,Ground Pass,,,,,True,,2d9b5256-af6a-4180-b4c2-9255116375d2,True,From Counter
8655,France,N''Golo Kanté,Antoine Griezmann,38,28,1,"[47.0, 27.0]","[45.0, 32.0]",5.3851647,1.9513026,Ground Pass,,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Olivier Giroud,38,29,1,"[45.0, 32.0]","[47.0, 46.0]",14.142136,1.4288993,Ground Pass,,,,,,,,,Regular Play
8655,France,Olivier Giroud,Paul Pogba,38,31,1,"[47.0, 46.0]","[65.0, 56.0]",20.59126,0.5070985,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Kylian Mbappé Lottin,38,34,1,"[68.0, 55.0]","[86.0, 76.0]",27.658634,0.86217004,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Antoine Griezmann,38,40,1,"[100.0, 62.0]","[96.0, 51.0]",11.7046995,-1.9195673,Ground Pass,,,,,True,,e0516e81-b63d-453c-86b8-410da8f8218d,,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,38,53,1,"[85.0, 73.0]","[98.0, 72.0]",13.038404,-0.07677189,Ground Pass,,,,,,,,,Regular Play
8655,France,Kylian Mbappé Lottin,Benjamin Pavard,38,56,1,"[99.0, 63.0]","[114.0, 53.0]",18.027756,-0.5880026,Ground Pass,,,,,True,,4a8f1482-f49c-43de-b2b3-c320e2db5d79,,Regular Play
8655,France,Kylian Mbappé Lottin,,39,27,1,"[120.0, 1.0]","[116.0, 30.0]",29.274563,1.7078625,High Pass,Corner,,,Incomplete,,,,,From Corner
8655,France,Benjamin Pavard,Paul Pogba,39,32,1,"[86.0, 47.0]","[99.0, 63.0]",20.615528,0.88847977,Ground Pass,,,,,,,,,From Corner
8655,France,Paul Pogba,Benjamin Pavard,39,37,1,"[103.0, 67.0]","[94.0, 63.0]",9.848858,-2.7233684,Ground Pass,,,,,,,,,From Corner
8655,France,Benjamin Pavard,,39,38,1,"[94.0, 63.0]","[105.0, 48.0]",18.601076,-0.93804747,High Pass,,True,,Incomplete,,,,,From Corner
8655,France,Lucas Hernández Pi,Kylian Mbappé Lottin,39,43,1,"[72.0, 34.0]","[89.0, 18.0]",23.345236,-0.7551044,High Pass,Recovery,,,,,,,,From Corner
8655,France,Kylian Mbappé Lottin,,39,45,1,"[89.0, 18.0]","[104.0, 20.0]",15.132746,0.13255154,High Pass,,,,Incomplete,,,,,From Corner
8655,France,N''Golo Kanté,Antoine Griezmann,40,49,1,"[53.0, 25.0]","[55.0, 32.0]",7.28011,1.2924967,Ground Pass,,,,,,,,,Regular Play
8655,France,Antoine Griezmann,Paul Pogba,40,51,1,"[54.0, 34.0]","[67.0, 51.0]",21.400934,0.9179497,Ground Pass,,,,,,,,True,Regular Play
8655,France,Paul Pogba,Blaise Matuidi,40,53,1,"[67.0, 51.0]","[91.0, 15.0]",43.266617,-0.98279375,High Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Lucas Hernández Pi,41,0,1,"[86.0, 13.0]","[95.0, 3.0]",13.453624,-0.8379812,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,N''Golo Kanté,41,4,1,"[96.0, 3.0]","[79.0, 9.0]",18.027756,2.8023,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Paul Pogba,41,6,1,"[78.0, 12.0]","[78.0, 41.0]",29.0,1.5707964,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Blaise Matuidi,41,8,1,"[81.0, 41.0]","[105.0, 32.0]",25.632011,-0.35877067,High Pass,,,,,True,,4c1bc9f2-c529-42bd-9e35-de782bf4bf9c,,Regular Play
8655,France,Olivier Giroud,Blaise Matuidi,42,0,1,"[39.0, 31.0]","[37.0, 18.0]",13.152946,-1.7234457,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Lucas Hernández Pi,42,1,1,"[37.0, 18.0]","[27.0, 17.0]",10.049875,-3.041924,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Raphaël Varane,42,14,1,"[30.0, 18.0]","[31.0, 53.0]",35.014282,1.5422326,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Kylian Mbappé Lottin,42,18,1,"[43.0, 55.0]","[63.0, 79.0]",31.241,0.87605804,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Raphaël Varane,42,28,1,"[63.0, 79.0]","[44.0, 71.0]",20.615528,-2.7430701,Low Pass,Throw-in,,,,,,,,From Throw In
8655,France,Raphaël Varane,Samuel Yves Umtiti,42,31,1,"[42.0, 69.0]","[44.0, 34.0]",35.057095,-1.5137155,Ground Pass,,,,,,,,,From Throw In
8655,France,Samuel Yves Umtiti,Antoine Griezmann,42,37,1,"[64.0, 28.0]","[76.0, 41.0]",17.691807,0.82537687,Ground Pass,,,,,,,,,From Throw In
8655,France,Antoine Griezmann,Kylian Mbappé Lottin,42,39,1,"[68.0, 48.0]","[97.0, 64.0]",33.12099,0.50416595,High Pass,,,,,,,,,From Throw In
8655,France,Kylian Mbappé Lottin,,42,46,1,"[107.0, 63.0]","[110.0, 58.0]",5.8309517,-1.0303768,Low Pass,,,,Incomplete,,,,,From Throw In
8655,France,N''Golo Kanté,Benjamin Pavard,42,52,1,"[77.0, 58.0]","[77.0, 66.0]",8.0,1.5707964,Ground Pass,Recovery,,,,,,,,From Throw In
8655,France,Benjamin Pavard,Antoine Griezmann,42,53,1,"[77.0, 66.0]","[82.0, 59.0]",8.602325,-0.95054686,Ground Pass,,,,,,,,,From Throw In
8655,France,Antoine Griezmann,Paul Pogba,42,56,1,"[85.0, 54.0]","[89.0, 59.0]",6.4031243,0.8960554,Ground Pass,,,,,,,,,From Throw In
8655,France,Antoine Griezmann,Samuel Yves Umtiti,44,12,1,"[99.0, 62.0]","[120.0, 58.0]",21.377558,-0.1882215,Ground Pass,Recovery,,,Out,,,,,From Free Kick
8655,France,N''Golo Kanté,Antoine Griezmann,45,49,2,"[11.0, 17.0]","[25.0, 26.0]",16.643316,0.57133746,Ground Pass,,,,,,,,True,Regular Play
8655,France,Antoine Griezmann,Benjamin Pavard,45,51,2,"[25.0, 28.0]","[37.0, 66.0]",39.849716,1.2649175,High Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Paul Pogba,45,59,2,"[63.0, 75.0]","[64.0, 63.0]",12.0415945,-1.487655,Ground Pass,,,,,,,,,Regular Play
8655,France,Paul Pogba,Kylian Mbappé Lottin,46,0,2,"[65.0, 63.0]","[82.0, 78.0]",22.671568,0.72297937,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Lucas Hernández Pi,47,18,2,"[23.0, 14.0]","[42.0, 3.0]",21.954498,-0.5247958,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Samuel Yves Umtiti,47,22,2,"[50.0, 4.0]","[29.0, 13.0]",22.847319,2.7367008,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Raphaël Varane,47,24,2,"[29.0, 13.0]","[24.0, 50.0]",37.336308,1.7051178,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,Benjamin Pavard,47,32,2,"[35.0, 59.0]","[50.0, 78.0]",24.207438,0.9025069,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,Kylian Mbappé Lottin,47,34,2,"[50.0, 78.0]","[62.0, 79.0]",12.0415945,0.08314123,Ground Pass,,,,,,,,,Regular Play
8655,France,Benjamin Pavard,,48,18,2,"[11.0, 68.0]","[65.0, 53.0]",56.044624,-0.27094686,High Pass,Recovery,,,Incomplete,,,,True,Regular Play
8655,France,Samuel Yves Umtiti,,49,13,2,"[16.0, 30.0]","[17.0, 29.0]",1.4142135,-0.7853982,High Pass,,,,Incomplete,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Blaise Matuidi,49,37,2,"[23.0, 17.0]","[36.0, 23.0]",14.3178215,0.43240777,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Samuel Yves Umtiti,49,38,2,"[36.0, 23.0]","[23.0, 16.0]",14.764823,-2.6476512,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Hugo Lloris,49,40,2,"[23.0, 17.0]","[7.0, 40.0]",28.01785,2.1785984,Ground Pass,,,,,,,,,Regular Play
8655,France,Hugo Lloris,Raphaël Varane,49,43,2,"[7.0, 40.0]","[22.0, 63.0]",27.45906,0.9928944,Ground Pass,,,,,,,,,Regular Play
8655,France,Raphaël Varane,N''Golo Kanté,49,47,2,"[28.0, 64.0]","[42.0, 53.0]",17.804493,-0.66596925,Ground Pass,,,,,,,,,Regular Play
8655,France,N''Golo Kanté,Samuel Yves Umtiti,49,52,2,"[39.0, 43.0]","[39.0, 27.0]",16.0,-1.5707964,Ground Pass,,,,,,,,,Regular Play
8655,France,Samuel Yves Umtiti,Lucas Hernández Pi,49,55,2,"[45.0, 26.0]","[67.0, 2.0]",32.55764,-0.8288491,Ground Pass,,,,,,,,,Regular Play
8655,France,Lucas Hernández Pi,Blaise Matuidi,49,58,2,"[74.0, 4.0]","[95.0, 15.0]",23.70654,0.4825133,Ground Pass,,,,,,,,,Regular Play
8655,France,Blaise Matuidi,Olivier Giroud,50,0,2,"[101.0, 15.0]","[107.0, 29.0]",15.231546,1.1659045,Ground Pass,,,,,True,,44722e77-4c08-4755-9b7d-9e15d984aa93,True,Regular Play
8655,France,Antoine Griezmann,Samuel Yves Umtiti,50,33,2,"[120.0, 79.0]","[116.0, 45.0]",34.234486,-1.6879051,High Pass,Corner,,,,,True,101fa965-74b2-40be-a2c9-a0429536e74d,,From Corner
8655,France,Antoine Griezmann,Blaise Matuidi,52,9,2,"[38.0, 51.0]","[49.0, 30.0]",23.70654,-1.0882831,Ground Pass,,,,,,,,True,Regular Play
8655,France,Blaise Matuidi,N''Golo Kanté,52,39,2,"[63.0, 28.0]","[70.0, 28.0]",7.0,0.0,Ground Pass,Free Kick,,,,,,,,From Free Kick
