Source,Target,pass_category,Weight,failed_passes,recovery_interception_pass,total_passes,assist_count,label
Álvaro Borja Morata Martín,Jesús Navas González,Regular pass,1,0,0,1,0,Regular pass
Álvaro Borja Morata Martín,Lamine Yamal Nasraoui Ebana,Regular pass,6,7,1,13,0,Regular pass
Álvaro Borja Morata Martín,Marc Cucurella Saseta,Cross,1,0,0,1,0,Cross
Álvaro Borja Morata Martín,Marc Cucurella Saseta,Regular pass,8,0,1,8,0,Regular pass
Álvaro Borja Morata Martín,Martín Zubimendi Ibáñez,Regular pass,4,0,0,4,0,Regular pass
Álvaro Borja Morata Martín,Mikel Merino Zazón,Regular pass,1,0,0,1,0,Regular pass
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,Assist,1,0,0,1,1,Assist
Álvaro Borja Morata Martín,Nicholas Williams Arthuer,Regular pass,6,2,1,8,0,Regular pass
Álvaro Borja Morata Martín,Pedro González López,Assist,1,0,0,1,1,Assist
Álvaro Borja Morata Martín,Pedro González López,Regular pass,5,5,0,10,0,Regular pass
Álvaro Borja Morata Martín,Robin Aime Robert Le Normand,Regular pass,1,0,0,1,0,Regular pass
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,Regular pass,13,1,1,14,0,Regular pass
